"post_title","post_name","ID","post_excerpt","post_content","post_status","menu_order","post_date","post_parent","post_author","comment_status","sku","downloadable","virtual","visibility","stock","stock_status","backorders","manage_stock","regular_price","sale_price","weight","length","width","height","tax_status","tax_class","upsell_ids","crosssell_ids","featured","sale_price_dates_from","sale_price_dates_to","download_limit","download_expiry","product_url","button_text","meta:_yoast_wpseo_focuskw","meta:_yoast_wpseo_title","meta:_yoast_wpseo_metadesc","meta:_yoast_wpseo_metakeywords","images","downloadable_files","tax:language","tax:post_translations","tax:product_type","tax:product_visibility","tax:product_cat","tax:product_tag","tax:product_shipping_class","meta:total_sales","meta:wpseo_global_identifier_values","attribute:pa_akku","attribute_data:pa_akku","attribute_default:pa_akku","attribute:pa_anzahl-aufsaetze","attribute_data:pa_anzahl-aufsaetze","attribute_default:pa_anzahl-aufsaetze","attribute:pa_bruttogewicht-inkl-verp","attribute_data:pa_bruttogewicht-inkl-verp","attribute_default:pa_bruttogewicht-inkl-verp","attribute:pa_farbe","attribute_data:pa_farbe","attribute_default:pa_farbe","attribute:pa_fassungsvermoegen","attribute_data:pa_fassungsvermoegen","attribute_default:pa_fassungsvermoegen","attribute:pa_filtereinsatz","attribute_data:pa_filtereinsatz","attribute_default:pa_filtereinsatz","attribute:pa_geraeuschentwicklung","attribute_data:pa_geraeuschentwicklung","attribute_default:pa_geraeuschentwicklung","attribute:pa_gewicht","attribute_data:pa_gewicht","attribute_default:pa_gewicht","attribute:pa_ladezeit","attribute_data:pa_ladezeit","attribute_default:pa_ladezeit","attribute:pa_laufzeit-leistung-eco","attribute_data:pa_laufzeit-leistung-eco","attribute_default:pa_laufzeit-leistung-eco","attribute:pa_masse-des-produktes","attribute_data:pa_masse-des-produktes","attribute_default:pa_masse-des-produktes","attribute:pa_saugleistung","attribute_data:pa_saugleistung","attribute_default:pa_saugleistung","attribute:pa_saugstaerke","attribute_data:pa_saugstaerke","attribute_default:pa_saugstaerke","attribute:pa_saugstufen","attribute_data:pa_saugstufen","attribute_default:pa_saugstufen","attribute:pa_staubbeutel","attribute_data:pa_staubbeutel","attribute_default:pa_staubbeutel","attribute:pa_staubsaugertyp","attribute_data:pa_staubsaugertyp","attribute_default:pa_staubsaugertyp"
"PB 7217 XL-Parkettdüse","pb-7217-xl-parkettduese","7173","","","publish","0","2022-04-03 19:28:05","0","1","open","7217000","no","no","visible","100","instock","no","yes","24.99","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Haushalt > Staubsauger > Zubehör","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SB 7218 Staubbeutel","sb-7218-staubbeutel","7176","","","publish","0","2022-04-03 19:28:05","0","1","open","7218000","no","no","visible","100","instock","no","yes","15.99","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Haushalt > Staubsauger > Zubehör","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SB 7219 Staubbeutel","sb-7219-staubbeutel","7179","","","publish","0","2022-04-03 19:28:05","0","1","open","7219000","no","no","visible","100","instock","no","yes","15.99","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Haushalt > Staubsauger > Zubehör","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZB 7226 Ersatzakku für 2in1 Hand- und Stielsauger","zb-7226-ersatzakku-fuer-2in1-hand-und-stielsauger","7182","","","publish","0","2022-04-03 19:28:06","0","1","open","7226000","no","no","visible","100","instock","no","yes","79.99","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Haushalt > Staubsauger > Zubehör","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZB 7260 Ersatzakku","zb-7260-ersatzakku","7185","","","publish","0","2022-04-03 19:28:06","0","1","open","7260000","no","no","visible","100","instock","no","yes","0","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Haushalt > Staubsauger > Zubehör","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZB 7261 Ersatzakku","zb-7261-ersatzakku","7188","","","publish","0","2022-04-03 19:28:06","0","1","open","7261000","no","no","visible","100","instock","no","yes","0","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Haushalt > Staubsauger > Zubehör","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZB 7262 Filterset","zb-7262-filterset","7191","","","publish","0","2022-04-03 19:28:06","0","1","open","7262000","no","no","visible","100","instock","no","yes","0","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Haushalt > Staubsauger > Zubehör","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZB 7263 Staubbeutel-Set","zb-7263-staubbeutel-set","7194","","","publish","0","2022-04-03 19:28:06","0","1","open","7263000","no","no","visible","100","instock","no","yes","0","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Haushalt > Staubsauger > Zubehör","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZB 7264 Turbo Polsterbürste","zb-7264-turbo-polsterbuerste","7197","","","publish","0","2022-04-03 19:28:06","0","1","open","7264000","no","no","visible","100","instock","no","yes","0","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Haushalt > Staubsauger > Zubehör","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZB 7265 Hartbodendüse ""Fluffy""","zb-7265-hartbodenduese-fluffy","7200","","","publish","0","2022-04-03 19:28:06","0","1","open","7265000","no","no","visible","100","instock","no","yes","0","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Haushalt > Staubsauger > Zubehör","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZB 7266 Variabler Möbelaufsatz","zb-7266-variabler-moebelaufsatz","7203","","","publish","0","2022-04-03 19:28:06","0","1","open","7266000","no","no","visible","100","instock","no","yes","0","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Haushalt > Staubsauger > Zubehör","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZB 7267 Staubbehälter Beutellose 0.7 Liter","zb-7267-staubbehaelter-beutellose-0-7-liter","7206","","","publish","0","2022-04-03 19:28:06","0","1","open","7267000","no","no","visible","100","instock","no","yes","0","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Haushalt > Staubsauger > Zubehör","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZB 7268 Staubbehälter Staubbeutel 1 Liter","zb-7268-staubbehaelter-staubbeutel-1-liter","7209","","","publish","0","2022-04-03 19:28:06","0","1","open","7268000","no","no","visible","100","instock","no","yes","0","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Haushalt > Staubsauger > Zubehör","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KS 9955 Retro Doppeltür-Kühl-/Gefrierschrank - Rot","ks-9955-retro-doppeltuer-kuehl-gefrierschrank-rot","7212","","","publish","0","2022-04-03 19:28:06","0","1","open","9955000","no","no","visible","100","instock","no","yes","549","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Kühl- &amp; Gefrierschränke > Kühl-/ Gefrierkombinationen","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KS 9956 Retro Doppeltür-Kühl-/Gefrierschrank - Creme","ks-9956-retro-doppeltuer-kuehl-gefrierschrank-creme","7215","","","publish","0","2022-04-03 19:28:07","0","1","open","9956000","no","no","visible","100","instock","no","yes","549","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Kühl- &amp; Gefrierschränke > Kühl-/ Gefrierkombinationen","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KS 9957 Retro Doppeltür-Kühl-/Gefrierschrank - Schwarz","ks-9957-retro-doppeltuer-kuehl-gefrierschrank-schwarz","7218","","","publish","0","2022-04-03 19:28:07","0","1","open","9957000","no","no","visible","100","instock","no","yes","549","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Kühl- &amp; Gefrierschränke > Kühl-/ Gefrierkombinationen","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RKG 8920 Retro Kühl-/Gefrierkombination - Rot","rkg-8920-retro-kuehl-gefrierkombination-rot","7221","","","publish","0","2022-04-03 19:28:07","0","1","open","8920000","no","no","visible","100","instock","no","yes","799","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Kühl- &amp; Gefrierschränke > Kühl-/ Gefrierkombinationen","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RKG 8922 Retro Kühl-/Gefrierkombination - Schwarz","rkg-8922-retro-kuehl-gefrierkombination-schwarz","7224","","","publish","0","2022-04-03 19:28:07","0","1","open","8922000","no","no","visible","100","instock","no","yes","799","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Kühl- &amp; Gefrierschränke > Kühl-/ Gefrierkombinationen","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RKG 8923 Retro Kühl-/Gefrierkombination - Creme","rkg-8923-retro-kuehl-gefrierkombination-creme","7227","","","publish","0","2022-04-03 19:28:07","0","1","open","8923000","no","no","visible","100","instock","no","yes","799","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Kühl- &amp; Gefrierschränke > Kühl-/ Gefrierkombinationen","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RKG 8925 Retro Kühl-/Gefrierkombination - Weiss","rkg-8925-retro-kuehl-gefrierkombination-weiss","7230","","","publish","0","2022-04-03 19:28:07","0","1","open","8925000","no","no","visible","100","instock","no","yes","700","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Kühl- &amp; Gefrierschränke > Kühl-/ Gefrierkombinationen","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RKG 8927 – Retro Kombi Total No Frost- Rot","rkg-8927-retro-kombi-total-no-frost-rot","7233","","","publish","0","2022-04-03 19:28:08","0","1","open","8927000","no","no","visible","100","instock","no","yes","1049","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Kühl- &amp; Gefrierschränke > Kühl-/ Gefrierkombinationen","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RKG 8928 – Retro Kombi Total No Frost - Schwarz","rkg-8928-retro-kombi-total-no-frost-schwarz","7236","","","publish","0","2022-04-03 19:28:08","0","1","open","8928000","no","no","visible","100","instock","no","yes","1049","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Kühl- &amp; Gefrierschränke > Kühl-/ Gefrierkombinationen","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RKG 8929 – Retro Kombi Total No Frost - Creme","rkg-8929-retro-kombi-total-no-frost-creme","7239","","","publish","0","2022-04-03 19:28:08","0","1","open","8929000","no","no","visible","100","instock","no","yes","1049","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Kühl- &amp; Gefrierschränke > Kühl-/ Gefrierkombinationen","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TKB 2924 – Elektrische Kühlbox","tkb-2924-elektrische-kuehlbox","7242","","","publish","0","2022-04-03 19:28:08","0","1","open","2924000","no","no","visible","100","instock","no","yes","119.9","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Kühl- &amp; Gefrierschränke > Kühlschränke &amp; Kühlboxen","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TKB 2925 – Elektrische Kühlbox mit USB-Anschluss","tkb-2925-elektrische-kuehlbox-mit-usb-anschluss","7245","","","publish","0","2022-04-03 19:28:08","0","1","open","2925000","no","no","visible","100","instock","no","yes","139.9","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Kühl- &amp; Gefrierschränke > Kühlschränke &amp; Kühlboxen","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VKS 8805 Tischvollraumkühlschrank","vks-8805-tischvollraumkuehlschrank","7248","","","publish","0","2022-04-03 19:28:08","0","1","open","8805000","no","no","visible","100","instock","no","yes","299","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Kühl- &amp; Gefrierschränke > Kühlschränke &amp; Kühlboxen","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VKS 8806 Vollraumkühlschrank","vks-8806-vollraumkuehlschrank","7251","","","publish","0","2022-04-03 19:28:08","0","1","open","8806000","no","no","visible","100","instock","no","yes","349","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Kühl- &amp; Gefrierschränke > Kühlschränke &amp; Kühlboxen","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VKS 8808 Vollraumkühlschrank","vks-8808-vollraumkuehlschrank","7254","","","publish","0","2022-04-03 19:28:08","0","1","open","8808000","no","no","visible","100","instock","no","yes","399","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Kühl- &amp; Gefrierschränke > Kühlschränke &amp; Kühlboxen","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KS 8824 Tischkühlschrank","ks-8824-tischkuehlschrank","7257","","","publish","0","2022-04-03 19:28:08","0","1","open","8824000","no","no","visible","100","instock","no","yes","319","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Kühl- &amp; Gefrierschränke > Kühlschränke &amp; Kühlboxen","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KS 8828 Tischkühlschrank","ks-8828-tischkuehlschrank","7260","","","publish","0","2022-04-03 19:28:08","0","1","open","8828000","no","no","visible","100","instock","no","yes","359","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Kühl- &amp; Gefrierschränke > Kühlschränke &amp; Kühlboxen","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KS 8829 Tischkühlschrank","ks-8829-tischkuehlschrank","7263","","","publish","0","2022-04-03 19:28:08","0","1","open","8829000","no","no","visible","100","instock","no","yes","399","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Kühl- &amp; Gefrierschränke > Kühlschränke &amp; Kühlboxen","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RKS 8830 Retro Tischkühlschrank - Rot","rks-8830-retro-tischkuehlschrank-rot","7266","","","publish","0","2022-04-03 19:28:09","0","1","open","8830000","no","no","visible","100","instock","no","yes","499","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Kühl- &amp; Gefrierschränke > Kühlschränke &amp; Kühlboxen","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RKS 8831 Retro Tischkühlschrank- Weinrot","rks-8831-retro-tischkuehlschrank-weinrot","7269","","","publish","0","2022-04-03 19:28:09","0","1","open","8831000","no","no","visible","100","instock","no","yes","499","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Kühl- &amp; Gefrierschränke > Kühlschränke &amp; Kühlboxen","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RKS 8832 Retro Tischkühlschrank - Schwarz","rks-8832-retro-tischkuehlschrank-schwarz","7272","","","publish","0","2022-04-03 19:28:09","0","1","open","8832000","no","no","visible","100","instock","no","yes","499","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Kühl- &amp; Gefrierschränke > Kühlschränke &amp; Kühlboxen","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RKS 8833 Retro Tischkühlschrank - Creme","rks-8833-retro-tischkuehlschrank-creme","7275","","","publish","0","2022-04-03 19:28:09","0","1","open","8833000","no","no","visible","100","instock","no","yes","499","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Kühl- &amp; Gefrierschränke > Kühlschränke &amp; Kühlboxen","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RKS 8834 Retro Tischkühlschrank - Türkis","rks-8834-retro-tischkuehlschrank-tuerkis","7278","","","publish","0","2022-04-03 19:28:09","0","1","open","8834000","no","no","visible","100","instock","no","yes","499","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Kühl- &amp; Gefrierschränke > Kühlschränke &amp; Kühlboxen","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FKS 8839 Flaschenkühlschrank","fks-8839-flaschenkuehlschrank","7279","","","publish","0","2022-04-03 19:28:09","0","1","open","8839000","no","no","visible","100","instock","no","yes","699","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Kühl- &amp; Gefrierschränke > Kühlschränke &amp; Kühlboxen","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KB 8873 Kühlbox mit Kältefach - Weiss","kb-8873-kuehlbox-mit-kaeltefach-weiss","7282","","","publish","0","2022-04-03 19:28:09","0","1","open","8873000","no","no","visible","100","instock","no","yes","189.9","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Kühl- &amp; Gefrierschränke > Kühlschränke &amp; Kühlboxen","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KB 8874 Kühlbox mit Kältefach - Silber","kb-8874-kuehlbox-mit-kaeltefach-silber","7285","","","publish","0","2022-04-03 19:28:10","0","1","open","8874000","no","no","visible","100","instock","no","yes","199.9","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Kühl- &amp; Gefrierschränke > Kühlschränke &amp; Kühlboxen","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KB 8875 Kühlbox mit Kältefach - Schwarz","kb-8875-kuehlbox-mit-kaeltefach-schwarz","7288","","","publish","0","2022-04-03 19:28:10","0","1","open","8875000","no","no","visible","100","instock","no","yes","199.9","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Kühl- &amp; Gefrierschränke > Kühlschränke &amp; Kühlboxen","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KS 9889 Weintemperierschrank","ks-9889-weintemperierschrank","7291","","","publish","0","2022-04-03 19:28:10","0","1","open","9889000","no","no","visible","100","instock","no","yes","199.9","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Kühl- &amp; Gefrierschränke > Kühlschränke &amp; Kühlboxen","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KS 9894 Weintemperierschrank","ks-9894-weintemperierschrank","7294","","","publish","0","2022-04-03 19:28:10","0","1","open","9894000","no","no","visible","100","instock","no","yes","299","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Kühl- &amp; Gefrierschränke > Kühlschränke &amp; Kühlboxen","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GS 8856 Tischgefrierschrank - 60 Liter","gs-8856-tischgefrierschrank-60-liter","7297","","","publish","0","2022-04-03 19:28:10","0","1","open","8856000","no","no","visible","100","instock","no","yes","319","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Kühl- &amp; Gefrierschränke > Gefrierschränke","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GS 8857 Tischgefrierschrank - 80 Liter","gs-8857-tischgefrierschrank-80-liter","7300","","","publish","0","2022-04-03 19:28:10","0","1","open","8857000","no","no","visible","100","instock","no","yes","369","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Kühl- &amp; Gefrierschränke > Gefrierschränke","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GS 8858 Tischgefrierschrank - 80 Liter","gs-8858-tischgefrierschrank-80-liter","7303","","","publish","0","2022-04-03 19:28:10","0","1","open","8858000","no","no","visible","100","instock","no","yes","449","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Kühl- &amp; Gefrierschränke > Gefrierschränke","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GB 8882 Gefrierbox","gb-8882-gefrierbox","7306","","","publish","0","2022-04-03 19:28:10","0","1","open","8882000","no","no","visible","100","instock","no","yes","199.9","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Kühl- &amp; Gefrierschränke > Gefrierschränke","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PG 8107 SEVO GTS","pg-8107-sevo-gts","7309","","","publish","0","2022-04-03 19:28:10","0","1","open","8107000","no","no","visible","100","instock","no","yes","629","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Grill > Elektrogrill > Standgrill","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PG 8117 SENOA BOOST S","pg-8117-senoa-boost-s","7312","","","publish","0","2022-04-03 19:28:10","0","1","open","8117000","no","no","visible","100","instock","no","yes","179.9","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Grill > Elektrogrill > Standgrill","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PG 8118 SENOA DigitalBOOST S","pg-8118-senoa-digitalboost-s","7315","","","publish","0","2022-04-03 19:28:11","0","1","open","8118000","no","no","visible","100","instock","no","yes","199.9","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Grill > Elektrogrill > Standgrill","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PG 8124 STYLE EVO S","pg-8124-style-evo-s","7318","","","publish","0","2022-04-03 19:28:11","0","1","open","8124000","no","no","visible","100","instock","no","yes","169.9","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Grill > Elektrogrill > Standgrill","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PG 8139 SEVO SMART CONTROL GTS","pg-8139-sevo-smart-control-gts","7321","","","publish","0","2022-04-03 19:28:11","0","1","open","8139000","no","no","visible","100","instock","no","yes","0","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Grill > Elektrogrill > Standgrill","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PG 8541 Barbecue-Elektrogrill, Standgrill mit Haube","pg-8541-barbecue-elektrogrill-standgrill-mit-haube","7324","","","publish","0","2022-04-03 19:28:11","0","1","open","8541000","no","no","visible","100","instock","no","yes","169.9","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Grill > Elektrogrill > Standgrill","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PG 8566 Standgrill mit Grillrost","pg-8566-standgrill-mit-grillrost","7327","","","publish","0","2022-04-03 19:28:11","0","1","open","8566000","no","no","visible","100","instock","no","yes","89.99","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Grill > Elektrogrill > Standgrill","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PG 8568 Standgrill mit Grillplatte","pg-8568-standgrill-mit-grillplatte","7330","","","publish","0","2022-04-03 19:28:11","0","1","open","8568000","no","no","visible","100","instock","no","yes","99.99","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Grill > Elektrogrill > Standgrill","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PG 8106 SEVO GT","pg-8106-sevo-gt","7333","","","publish","0","2022-04-03 19:28:11","0","1","open","8106000","no","no","visible","100","instock","no","yes","499","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Grill > Elektrogrill > Tischgrill","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
